invoiceAmount,invoiceDiscountAmount,invoiceProfit
89.3,4.7,8.3
100,0,13
246.05,12.95,22.95
70,4,5.92
201.78,10.62,18.38
97.75,0,12.75
98.33,5.18,8.325
1921.755,101.145,162.165
436.5,13.5,17.46
73.1,3.85,5.9025
70.07,2.17,7.2328
420.01,12.99,46.73
1250,0,100
1466.8,53.2,133.3
353.12,18.59,29.915
35,0,4.2
150,0,26.03
559.14,29.43,44.0515
302.67,15.93,25.65
140,0,18
674.15,20.85,76.55
1100,41.84,101.4948
120,0,12
350,1.3,44.6
220.18,2.22,27.186
428.74,22.57,35.735
170.72,5.28,19.12
170,0,21.5
140,0,18
360,7.9,39.8
403.75,21.25,34.25
220,0,27.04
780.43,41.08,79.925
74,0,11.33
877.84,17.92,97.455
1200,50,50
330,1,43.7
294.12,15.48,28.12
418.73,8.55,47.2044
97.1,0,13
115,0,11.3
783.56,41.24,66.41
360.15,18.96,27.245
50,0,9
307.88,16.2,24.296
239.04,9.96,20.3
48.79,0,6.29
257.74,13.57,24.1045
247.35,7.65,23.75
1543.75,81.25,81.25
1235,65,26
106.78,0,14.64
68.4,3.6,10.8
1111.5,58.5,116.5
858.45,26.55,61.15
149.38,4.62,17.82
22.8,1.2,3.6
154.85,8.15,13.25
179.2,0,23.35
441.75,23.25,102.25
114.8,6.04,10.618
163.88,8.63,13.875
49.5,0,6.4
180,0,22
74,0,11.33
0,0,0
115,0,10.45
420.75,4.25,61.42
449.11,13.89,35.76
115.14,3.56,11.039
25,0,2.6
100.77,3.12,10.5933
181.83,9.57,14.03
318.16,9.84,32.81
20,0,3
45,0,5.9
52.16,2.75,4.155
200,0,30
926.82,48.78,73.37
388.09,12,370.5873
129.27,9.73,9.17
98.3,0,13.31
580.21,21.04,62.98625
213.75,11.25,24.25
340,5,13.6
336.02,17.69,28.5945
245,0,28.5
710.96,21.99,64.0015
200,7.02,20.92
784.99,41.32,66.485
600,10,60.1
40,0,3.6
390,5,43.27
40,0,4
240,5,32
70.9,0,9.1
1539,81,135.1
38,0,4.84
320,10,32
600,0,74.12
80.55,0,9.15
0,0,0
0,0,0
265,0,45
1481.62,77.98,142.34
320,0.74,40.18
130,4.52,14.5
547.77,28.83,48.97
160.33,4.11,19.399
265,0,45
311.23,12.97,30.732
855,45,72.5
297.88,15.68,28.242
573.71,30.2,48.055
137.75,7.25,11.75
100,0,13.2
1056.4,55.6,93.45
96.5,0,12.74
14,0,2.04
190,0,24.07
741.14,39.01,64.4425
237.5,12.5,22.5
139.46,7.34,12.26
80,0,15.8
179,0,44.3
220,5,25.3
1017.103,32.797,91.793
600,21.55,56
82.8,0,11.83
516,9,32.91
33,0,4.2
72,0,9.36
410.4,21.6,34.26
330.29,10.22,35.185
60,1.9,6.2
378.38,7.72,44.378
640,0,83
96,0,12.48
475,25,47.65
25,0,3.26
427.5,22.5,36
150.35,4.65,15.35
31.6,0,6.2
140,0,14.47
169.75,5.25,17.5
70.11,1.43,9.5992
100,0,25
80,0,8
1360.65,49.35,77.65
360.55,11.15,40.049
121.6,6.4,9.66
49.86,1.54,6.058
139.6,0,18.15
166.73,8.78,12.675
326.71,24.59,18.609
179.16,5.54,20.659
603.03,18.65,60.5896
1035.22,54.49,85.765
200,6.6,20.38
213.75,11.25,22.5
674.64,20.87,66.935
379.05,19.95,35.26
1766.16,17.84,158.8
896.07,18.29,97.4228
199.1,8.3,12.444
530.2,27.91,44.845
139.89,7.36,13.9775
243.86,7.54,27.058
68,0,9
200,0,25
780,21.4,83.14
440,17.26,42.44
240,5.39,31.49
178.6,9.4,13.83
180,7.5,17
1606.3,84.54,136.298
1601.93,84.31,135.828
20,0,12.5
50,0,9
60,0,13.86
399.89,12.37,42.3922
149.78,0,19.56
103.46,5.45,9.015
390,18,35.4
139.97,4.33,14.471
1080,40,61.85
140.6,7.4,14.79
19.8,0,4.62
110,0.2,14.16
694.21,36.54,58.4625
120,0,31
1532.6,47.4,97.17
131.1,6.9,11.1
138.1,0,19.28
70.3,0,10.88
795.4,24.6,45.4
80,0,7.27
617.24,25.72,58.1216
1024.86,53.94,93.6
30,0,3.9
269.5,5.5,19.5
433.2,22.8,38.2
1506.6,79.29,120.4755
110,0,20
237.5,12.5,45.5
50.32,0,6.8
2365.5,124.5,124.5
350,7.65,38.85
60,0,13.86
177.15,0,24.19
479.75,25.25,40.75
1149.12,60.48,104.32
140.6,7.4,14.79
140,0,17.5
130,2.7,14.78
88.38,0,11.51
1128.9696,47.0404,108.1796
120,0,16
100,6.3,8.84
220,0,27.88
764.09,40.22,82.1045
780,20,110
1349.93,46.07,101.632
1076.26,44.84,101.256
265,0,45
230,10,15.73
50,0,15
319.68,6.52,50.936
75,0,3.57
149.26,4.62,20.8636
207.54,10.92,17.577
70,0,10
160,13.4,1.1
50,2.2,4.6
70,0,10
70,0,10
670,29.1,64.996
129.01,3.99,13.01
228.89,12.05,20.703
1515.25,79.75,127.75
60,0,8.5
61.75,3.25,4.08
918.45,23.55,106.75
50,0,5.36
599.63,15.38,33.825
180,0,25.5
30.78,0,3.9
900,28,92.8
169.58,8.93,14.375
59.33,1.83,6.5052
450.8,9.2,97.54
400,26.51,29.195
49.71,2.62,4.5335
1638.18,86.22,140.03
280,10,33.6
14,0,1.94
439,10.2,51.4
110,0,14.6
90.8,0,23.35
520.94,13.36,55.7425
40,0,12.22
248.71,7.69,33.958
130.5,0,19.62
219.97,10.36,20.30515
330,17.1,29.297
1661.92,60.28,169.423
200,20,30
250,0,30.56
440,5,66.2
130,5,13
755.16,39.75,63.455
310.28,4.73,43.445
88.7,0,22.9
220,8,21.64
200,5,21
208.55,6.45,40.55
40,0,9.6
1180,40,73.2
110.08,2.25,13.4034
115.54,2.36,13.062
538.65,28.35,49.77
105.34,5.54,13.916
786.6,41.4,66.35
19,0,2.68
347.21,7.09,39.114
299,0,39
410,0,56.5
1550,77.35,141.07925
40,0,4
1187.5,62.5,147.5
664.81,34.99,61.7
1669.15,87.85,136.02
34,0,4.8
200,4,22.7
311.6,16.4,26.25
403.18,21.22,34.18
2764.5,145.5,146.5
1170,18.4,132.85
1045.76,55.04,82.56
629.23,33.12,61.4325
343.89,18.1,30.1805
1097.83,57.78,92.0295
199.98,2.02,23.83
29,0,9.9
1382.25,42.75,80.25
158,0,17.2
2392.1,166.3,175.704
279.49,14.71,25.02
151.76,7.99,12.8625
780.88,28.32,65.738
230.3,14.7,22.3
199.41,10.5,16.205
409.83,21.57,34.73
150.33,3.07,20.332
1879.917,98.943,153.637
499.7,26.3,42.7
370.5,19.5,61.62
279.9,0,32.51
4340.36,228.44,360.45
167.22,8.8,15.739
484.41,25.5,41.825
326.99,10.11,54.987
197.6,10.4,32.91
803.6,16.4,53.6
30,0.2,3.7
637,13,32.5
100,8.08,5.22
190.12,3.88,22.32
51.3,2.7,3.75
109.96,2.24,16.756
580.887,30.573,51.647
1000.45,69.55,30.45
51.35,0,7.43
253.65,13.35,23.45
339.5,10.5,55.5
95,0,12.38
2765.71,145.56,232.0865
265.24,13.96,21.79
30,0,3.93
290.03,8.97,29.99
139,15.44,4.746
359.1,18.9,33.18
100,0,10.75
406.41,21.39,33.46
63,0,8.22
745.75,39.25,60.13
193.8,10.2,16.8
404.88,21.31,33.5305
484.5,25.5,43.5
45.22,0,5.52
290.7,15.3,26.1
10,0,1.31
384.45,20.23,29.346
600,15,34.2
990.66,52.14,110.16
213.75,11.25,17.75
638.97,33.63,53.97
180,0,45
669.56,35.24,53.46
49.01,0,6.7
160,5.2,17
230.57,12.14,21.405
100,0,10
220.305,11.595,20.725
9,0,1.18
320.18,14.39,29.25349
1209.68,63.67,102.6825
2023.12,66.88,164.39
180,0,45
62.7,3.3,5.8
99.03,5.21,8.578
600,15,34.2
24,0,2.96
460,18,42
120,5,11.4
400,4.18,48.34
100,0,14.96
400,4,126
3499.18,108.22,358.708
785,0,85.77
18,0,2.4
59.96,1.04,6.963
480,20,130
100,11.2,4
10,0,1.3
70,9,1.3
90,0,8.74
55,0,15
120,9.85,7.0875
240.8,0,46.9
270,6,28.12
20,0,2.8
110.6,0,15.2
2776.7875,100.7125,189.7275
100,0,28
726.75,38.25,60.85
570,10,79
2315.9245,121.8955,202.5545
1020,60,81
120,0,24
30,0,6.6
304,16,28
195,0,20.74
346.75,18.25,32.05
98.84,0,12.89
911.05,37.96,85.6296
120,0,18
125.13,3.87,12.13
67.49,0,9.44
1265.85,39.15,101.99
496.82,15.37,49.3843
280,6,28.42
1352.04,71.16,113.64
130,4.52,14.5
220,5.7,27.85
100,0,8.85
380,8.08,45.98
275.92,0,36.85
65.96,2.04,7.36
120,4.5,11.61
926.25,48.75,78.25
99.96,2.04,15.06
370.5,19.5,31.9
27,0,3.72
55,0,7.42
64.61,0,9.51
401.85,21.15,33.85
465.5,24.5,39.5
519.88,0,61.64
368.6,11.4,38.6
60,0,6
653.41,34.39,47.19
310,10,80
300,1.44,38
20,0.52,2.08
75,0,3.57
292.6,15.4,24.6
33.1,0,4.62
583.49,30.71,49.41
130.34,2.66,108.6
114.91,6.05,9.732
981.26,51.65,82.755
591.91,18.31,62.1734
229,0,37.35
999.6,20.4,115.85
55.41,0,7.59
150,0,21.25
220,0,33
291.97,9.03,34.32
440,10,20.96
30,2.4,1.8
30,2.1,2.2
60,0,5.46
220,15,13.82
530,30,43.92
50,0,9
180,6.78,15.36
230,3,68.25
51.35,0,7.43
150,0,22.5
190,1.5,23.4
390,3.7,51.06
170,0,24.06
49.3,0,16.83
180,0,45
80,7.1,5.45
239.4,12.6,20.28
2481.4,130.6,208.72
100.8,4.2,9.6
397.06,16.54,39.606
80,4,7.64
120,5,15
649.31,34.17,62.726
1100,70,398
270,6.65,27.2
160,0,19.34
287.85,15.15,26.15
229.43,12.08,17.655
230,0,30
450.8,9.2,48.7
278.49,8.61,26.787
580.45,30.55,49.25
159.57,4.94,22.165
40,0,3.6
70,0,23.03
110,5,6.3
20,0,2
200,20,30
415,5.68,46.38
220,3.2,25.3
15,0.6,1.32
664.83,46.22,51.37175
640.06,33.69,53.4825
120.65,6.35,10.65
83.97,0,10.8
710.13,37.38,58.025
60.53,1.87,6.408
623.2,32.8,78.2
505,0,66
140,0,12.15
269.99,14.21,29.42
200,16.48,11.866
452.6236,16.4164,46.2236
413.82,21.78,19.38
260,3.81,30.6
20,0.55,1.1
55,0,8.34
740,25,103.15
195.2,0,26.64
650,35,55
200,0.1,26.84
180,0,45
992.94,52.26,88.74
1716.03,53.07,133.927
70,0,8.6
195,0,26.7
233,0,30.86
90,6,6.48
29,0,9.9
380,23.2,29.2
100,2.74,10.06
799.85,37.69,73.3207
37.5,0,4.89
9,0,1.17
95,0,9.8
159.89,8.42,13.485
24.86,0,3.06
350,20.31,25.335
65.36,3.44,5.56
130.95,4.05,20.95
1000,22.15,113.19
95.4,0,12.96
170,5,33.75
1348.3,41.7,65.64
78,0,8.36
199.5,10.5,10.5
251.56,13.24,21.61
60,0,7.5
160.33,3.27,19.228
279.3,5.7,37.05
1430,70,137
53.87,2.84,4.265
350,21.71,26.795
128.85,0,16.8
160,8,15.28
340,0,57.6
388.65,20.46,34.445
200,16,12.08
1057.35,55.65,88.25
145.8,0,19
271.6,8.4,30.8
2000,113,151.4
420,23.91,35.295
680.83,28.37,58.242
917.7,48.3,77.7
699.11,36.8,59.105
100.8,4.2,9.8
199.03,10.48,18.525
381.9,20.1,32.5
250,10,16.91
60,4,3.8
50.64,0,6.36
198.95,6.15,20.017
233.7,0,30.42
712.12,37.48,60.12
280,3,23.46
63.95,3.37,8.034
25,0,3.26
1567.5,82.5,134.7
50,0,6.53
469.42,9.58,49.69
2682.147,82.953,261.387
190,0,16.4
547.79,28.83,46.309
80,0,11.2
465.6,14.4,97.75
557.84,29.36,45.59
2133.81,112.31,173.494
381.52,20.08,32.32
20,0,4.4
195,0,18
304,16,28
25,0,5
697.92,29.08,73.18
587.46,0,70.59
378.3,11.7,39
159.6,8.4,14.88
290,0,43.6
198,4.6,21.74
221,0,29.5
5.48,0,0.44
436.05,22.95,32.69
454.1,23.9,35.1
87.24,0,11.4
70.4,0,9.2
20,0,4.4
27,0,2.4
109.25,0,20.24
409.86,21.57,34.6985
2037,63,167
730,15,89
3334.12,175.48,283.12
548,14.9,60.08
1487.13,78.27,119.43
437,23,27
1292.52,68.03,113.0425
114.66,2.34,31.26
2041.21,107.43,173.468
460,17,42
83.6,4.4,7.2
680,0,49.25
165,0,15
1758.735,92.565,159.735
526.11,27.69,45.21
150.55,0,21.15
308.75,16.25,26.14
28.4,0,4.4
70,0,15.45
385.97,20.31,33.076
608,32,51
200,3.4,23.06
310,11,30.9
83.6,4.4,7.2
128.25,6.75,12.25
460,26.8,43.6
207.1,10.9,17.3
50.35,2.65,4.35
244.06,12.85,20.055
62.13,0,8.57
530.59,16.41,60.29
22.8,1.2,1.76
195.8,10.31,16.095
100,3.2,14.24
48,0,6.99
2240.5,59.5,260
950,20,77
249.6,10.4,25.6
150,0,14.99
431.65,13.35,45.05
298.27,12.43,28.372
540.9,0,163.1
446.41,23.5,39.0245
63,0,8.7
170,4.6,18.15
191.71,10.09,20.76
340,0,44.4
90,2.04,12
1746.65,63.35,172.65
860,0,860
54,0,7.12
10,0,2
220,0,50
677.33,3,91.43
199.2,8.3,21.45
300.3,15.81,26.135
80.75,4.25,6.75
400,0,40
877.85,27.15,99.02
108.87,2.22,11.2182
100,5,9.55
159.24,6.64,36.8448
130,2.36,15.4
340,6,40.42
2669.45,140.5,248.1025
195,0,25.5
928.15,48.85,80.15
437.19,23.01,47.19
40,1.5,3.9
140,1,13
200,0,38
40,6,-3.55271E-15
20,0,2.8
435.08,22.9,36.921
1114.26,58.65,96.545
14,0,2.04
264.34,13.91,22.3775
160,0,23.3
2084.06,109.69,167.2125
1210,0,81.97
380.5,0,50.1
150,0,25
230,5,23.82
130,5,14
1265.91,12.79,156.113
520,23.9,52
50,0,4.5
30,0.8,3.26
23.95,0,3.14
93.4,0,11.3
313.139,16.481,29.169
75.95,0,9.52
259.18,2.62,41.382
220.38,6.82,22.904
1212.26,24.74,135.32
100,0,13
129.71,6.83,13.413
2501.7155,131.6745,209.5655
211.2,8.8,19.8
198.55,10.45,18.35
237.13,12.48,10.5095
519.18,27.33,41.8745
60,0,7.8
399,21,33.8
170,0,18.2
79.8,4.2,6.8
394.63,20.77,35.58
1945.98,102.42,114.51
365.75,19.25,30.75
210,0,27
710.4,29.6,74
394.25,20.75,38.25
591.6,18.3,60.203
279.35,14.7,23.5475
305.33,16.07,27.03
1796.754,94.566,151.714
618.8,32.57,52.3915
67.3,0,8.3
157.5,0,21.75
544.01,16.83,63.4448
882.38,22.63,55.165
50,0,6.53
65,0,65
1401.25,73.75,123.27
480,6,78.58
2650.5,139.5,139.5
635.53,12.97,158.23
400,15,39.5
499.17,26.27,65.728
3278.1365,172.5335,251.7765
118.56,6.24,12.24
204.16,10.75,15.855
400,6.95,67.5
278.4,11.6,32
320,10,32
2251.3,98.7,114.97
270,18.8,16.5
124.83,6.57,11.53
130,10,8.2
94,0,10.07
100,10,3.51
120,0,15.84
14,0,2.04
1382.25,72.75,123.75
1200,30,91.85
197.6,10.4,16.9
297.47,20.68,20.17025
793.49,41.76,62.3875
200,0,29.1
360,4.14,40.38
138.36,7.28,11.718
75.17,1.53,8.166
100,6.51,7.395
249.29,13.12,21.6695
320,18.25,25.8475
240,0,33.6
20,0,4.4
240,0,26.64
585.76,18.12,56.9336
42.9,0,5.25
28.95,0,3.97
149.6,0,19.58
630.9,19.51,73.0077
1300,55.01,61.695
450,9.6,50.64
545.43,28.71,71.573
128.7,0,15.75
36.25,0,4.7
180,4.1,20.8
214,0,27.3
601.04,21.8,62.0006
280.8,11.7,26.9
1050,40,60
243.68,12.83,20.115
1649,51,114
18.5,0,5
90,0,8.5
799.52,23.88,89.5214
106.02,5.58,8.88
100,0,10.4
620,10,35.75
146.08,9.32,10.876
1970,0,285.25
180,10,14.6
70,2.15,7.25
50,0,11
75,1.95,7.8
200.83,8.37,18.582
800.3,26,81.8
573.14,30.17,46.635
40,0.65,4.6
414.39,21.81,35.19
140.03,1.41,24.9056
80,4,7.64
240,12,22.72
63.58,4.42,4.58
115,4.7,11.35
320,7.24,36.26
97,0,12
266,14,25.6
226.77,11.94,19.565
1069.04,56.27,91.03
68,0,9
94,0,16.4
40,0,10
1200,50,50
50,0,5
1200,0,250
62,0,8.5
526.26,27.7,46.482
100,4,18.4
100,1.65,11.46
200,0,25
80.75,4.25,5.75
2240,120,187.85
230,11,26.6
1250,0,100
60,1,11.96
75,0.48,10.6
305,0,37.55
373.74,11.56,40.191
320.1,9.9,34.1
98.4,0,16.4
981.25,30.35,108.652
200,0,29.1
2631.5,133.5,119.05
129,0,19.35
892.05,46.95,75.45
448.21,23.59,48.37
570,30,60
462.59,14.31,46.413
3432.35,180.65,206.7
733.59,38.61,65.59
212.43,6.57,22.43
100,0,15
291.46,15.34,25.16
30,1.2,2.64
450,15,47.4
58,0,19.8
500,0,62.7
600,14,65.81
460,3,65.72
30,2.88,-0.24
20.9,1.1,1.6
230,3,27.53
110.59,4.01,11.789
1911.86,69.34,151.358
580,4.2,68.82
390,3.7,35.15
623.03,19.27,61.411
496,26.11,40.815
55.68,2.02,5.8805
478.18,25.17,41.3025
269.93,5.51,30.3312
230,4.8,39.8
159.76,4.94,9.929
1010.2205,53.1695,88.4805
130,0,28
1125.465,59.235,95.865
120.28,3.72,12.28
199.5,10.5,18.5
110.4,4.6,6.7
490,5,69.25
160,0,19.32
80,0,8.64
30.56,0.95,3.165
46,0,6
109.59,5.77,9.282
1288.73,67.83,116.132
237.5,12.5,19.5
704.9,37.1,62.7
793.46,24.54,83.8
80.36,1.64,14.48
349.31,0,45.54
740,2.7,97.84
500,0,150
80,0,10.8
418.85,12.95,45.046
1200,50,50
861.13,45.32,79.1175
130,0,15.46
30,1.75,3.65
220,0,34.4
1100.83,57.94,94.1715
140.6,7.4,10.8
225.34,11.86,16.54
640.44,44.52,39.7176
36,0,4.8
297,0,34.06
74.64,2.31,7.4415
120,0,16.2
590,24.2,55.924
110,0,14.4
90,1.2,11.4
196.16,0,22.39
140,6.8,12.8
29.15,0,4.16
500,19.6,49.6
710.79,37.41,58.59
2375.53,73.47,176.38
160.05,4.95,15.05
261.9,8.1,29.1
120,5,32.5
44,0,5.72
640,10,35.5
260,8,33
170.28,1.72,20.28
187,13,14
330.98,17.42,31.38
893.97,27.65,88.4114
100,0,15
220.5,4.5,27.45
100,0,21.82
169.34,7.06,16.144
517.98,16.02,53.7
498,20.75,67.72
300.09,12,28.8
50,0,5
230.3,4.7,24.12
278.4,11.6,17.14
124.84,3.86,11.939
219.51,6.79,25.011
180,10,18
355.06,18.69,30.0125
198.84,10.47,16.905
720,20,66.55
150,0,19
160.32,6.68,15.32
30,0,3
1350,45,94.5
180,9.2,15.56
20,0,11.7
330,18.4,30.4
50,5,6
100,0,11
240,10,48
40,0,5.9
780,15,93.08
630.5,22,63.05
500,10,49.09
700,15,107.8
49.05,0,6.39
330,5,65.5
2490.81,0,343.7
117.6,0,16.7
260,10,87.5
497.61,15.39,51.61
41.8,2.2,3.2
381.85,0,46.35
180.1,0,12.7
200,10,16
2389.56,125.77,203.0635
100,8.2,6.5
1467.5,77.24,116.943
210,4.7,24
230,0,30
159.75,0,20.85
350,0,44.14
49,0,9.8
260,10,27.15
50,3.75,5.55
1477.2,61.55,142.8
5,0,0.65
30,0,5
229.68,2.32,16.92
2.74,0,0.22
195,0,25.5
600,22,60.6
47.94,0,6.25
170,9,15
119.7,6.3,9.17
1000,14.2,125
270,2,35.64
450,0,60
1532.6,47.4,170.6
1560,57.28,178.0152
370,10,51.74
379.2,15.8,37.7
85.26,1.74,9.56
298.51,6.09,29.508
25,0,2.6
210,3.12,24.68
2046.7,63.3,211.7
70,0.4,8.8
60.9,0,7.95
520,27.6,47.8
149,0,19.99
660,36,70.51
495.9168,20.6632,50.3568
668.93,27.87,69.728
160,0,30
480,25.12,41.0252
119.7,6.3,10.92
902.5,47.5,83.5
600,21.05,61.7
100,0,13.9
675,0,37.55
160,0,22
460.99,19.21,41.792
60,2,6.5
170,2.1,29.95
50,2.5,4.4
210,6,22.08
60,3.1,5.59
630,20,25.5
300,5.71,32.6
210,3.3,26
180,9,17.04
400,0.94,70.98
304.84,0,39.8
153.87,0,20.09
240,0,35
1923.61,59.49,143.007
85,0.4,10.8
612,0,18
38.68,0,5.12
528,22,48
320.5,5,37.6
80,6.1,4.5
280,5,32.05
387.09,26.91,27.09
934.31,19.07,77.9124
219.1,0,28.8
50.2,0,7.86
388.33,7.93,46.875
60,4.2,4.4
130,0,16.97
213.04,14.81,13.74975
496.61,26.14,41.6625
269.4,0,48.4
24.45,0,3.18
345.22,10.68,31.353
99.18,5.22,9.84
190,4.5,19.4
200,0,25
9.7,0.3,2.9
1567.5,82.5,132.5
90,0,8.74
640,23.51,65.285
30,0,3.75
900.592,62.608,62.972
846.74,44.57,73.475
100,0,13.2
230,5,23.82
42.5,0,8.13
250,9.21,22.15
50,0,6.53
470,30,120
170,0,18
200,0,26
250,8.94,25.13
100.32,0,13.86
209.47,6.48,21.2715
50,3.88,1.656
300,10,49.25
432.25,22.75,37.85
200,0,50
1094.06,57.58,92.778
297.35,15.65,25.25
34.4,0,5
1285.25,39.75,135.38
35.72,0,4.44
720.29,37.91,62.17
663.404,34.916,56.154
30,0,5
178.13,9.38,16.525
150,0,20.1
410.8,0,55.9
47.6,0,6.7
318.5,6.5,35.89
345.05,10.67,52.8884
179.94,5.57,30.0947
400,20,34.8
703.95,37.05,58.88
198.93,6.15,20.6676
232.37,12.23,19.77
90,0,18.75
235.2,9.8,22.2
80.75,4.25,6.51
198.85,6.15,19.85
945.75,29.25,68.25
100,0,11
300,18,24.12
247.55,0,28.47
735,15,53.18
500,12.44,54.62
233.38,16.22,16.376
240,6,31.5
270,7.5,28
150,0,29.83
1360,50,77
180,0,26.2
80.8,0,10.5
170,5,33.75
431.2,8.8,14.1
110,5,30
77.55,0,10.47
180,0,22
228,0,20.26
10.9,0,1.42
1000,60,85
8.5,0,1.1
55,1.7,5.3
136,0,16.72
80,4,7.64
40,0,4
140,2.5,12.54
2536.5,133.5,109.25
2653.92,139.68,243.42
250,0,32.5
600,15,34.2
313.5,16.5,31.45
120,2.7,12.66
900,22,97.93
70,0,10.2
660,5,186
30,0,30
782.31,24.2,63.805
329.8,10.2,31.8
14,0,2.2
141.9,0,19.1
70,0,17
570,15,65.1
490,18.8,47.8
110,3.85,12.65
890,29,93.07
150,0,22.5
460,18,42
880,15,91.04
594,21.54,57.8761
280,6.62,32.92
50,2.33,4.82
25.2,0,3.24
160,8,15.28
408.88,21.52,35.1
50,1.5,5.9
1000,24.3,110.1
320,8,34.65
99,0,13.44
100.32,5.28,8.69
897.64,47.24,74.726
130,5,14
27,0,3.6
125,6.3,11
50,0,6.6
360,13,34.77
1000,14.83,119.65
3176.21,132.34,185.718
190,0,25
1870,103,156.11
40,0,5.2
756.68,39.83,64.125
80,6.6,6.88
110,0,20
140,4,14
820,22.72,96.91
200,2.5,26.6
780,5,58.88
611.8,32.2,51.8
40.67,0.83,4.37
60,0,6
304,16,28
757.86,39.89,69.3625
310,5,58
50,0,5
81.8,4.31,6.795
90,0,9
80,4.04,6.92
47.94,0,6.25
429.63,22.61,43.768
38.85,0,5.49
300,15.4,27.1
468.08,14.48,48.5032
206.82,10.89,16.765
1727.35,62.65,124.64
108.03,0,16.21
290,4,32.1
2886.345,200.655,528.645
359.33,18.91,30.328
47.3,0,5.8
120,6,11.36
660,11.3,72.3
150,0.5,46.26
560.47,20.33,60.672
250.9,9.1,21.82
89.66,3.74,7.564
582.11,24.25,54.6356
440,10,52.04
280,0,29
48,0,6.96
94,0,10.07
647.52,34.08,56.48
3.2,0,0.56
357.81,18.83,29.028
588,12,46.23
230,0,76
42.2,0,5.96
150,9,12
110,2.24,12.48
460.6,29.4,34.6
640,18.4,39.8
81.23,4.28,7.425
150,9,23.9
140,5,16.8
25,0,4.52
213.75,11.25,22.5
404.7,21.3,37.52
712.5,37.5,74.98
90.09,0.91,18.69
100,0,13
158.5,0,20.63
396.95,20.89,33.888
59,0,7.82
99.8,0,13.19
410,11.62,42.26
160,5,11.35
426.65,22.46,35.845
250.04,13.16,21.89
320,12.2,40.05
634.38,19.62,65.88
244.58,12.87,20.7775
600,30,140
470,20,53
1040.06,30,104.92
30,1.05,3.45
80,3.06,10.96
450,10,80
290,6.65,32
1280,50.3,122.83
1048.84,55.2,88.548
158.2,0,21.45
96,0,12.48
220,8,21.64
536.26,28.22,45.416
100,0,20
320,7.1,42.68
600,28.14,52.69
660,6,89.4
307.04,16.16,25.84
330,5,36
70,0,4
100,0,28
431.3,22.7,37.3
200,0,30
190,4,23
80,3,7.8
300,16.44,22.58
150,8.4,19.4
150,3.85,17.91
100,0,10
450,19.5,42.1
197,0,26.83
120,13.51,4.895
400,30,50
190,0,25
175,0,17.5
50,1.93,5.18
529.15,27.85,51.01
19,0,3.3
690.56,21.36,68.7224
180.77,9.51,21.386
120,5,21.5
220.61,9.19,20.808
450.19,16.81,38.688
591.44,0,78.37
80,8.2,3.35
440,25,100.5
110,0,15
100,0,30
169.95,0,22.05
230,2.2,29.05
110.98,4.03,10.975
73,0,9.53
1491.22,78.49,121.225
240.8,0,35.7
314.94,9.74,31.0996
27,0,3.6
140,0,18.27
10,0,1
399.86,21.05,34.155
163.02,8.58,13.32
200,11.4,17.95
1350,45,94.5
150,0,30
104.69,5.51,8.39
410,10,41.6
210,5,23
980.12,51.59,82.415
190,0.4,24.4
290.88,12.12,27.28
135.08,1.36,15.9556
1597.615,84.085,189.385
500,11.56,55.16
439.37,13.59,49.4412
276.26,14.54,23.46
100,0,15
80,4,7.64
93,0,12.8
50,2.5,4.4
1139.33,59.96,99.4555
308.28,16.23,28.475
150,0,21.25
889.94,46.84,205.641
60,5,2.5
550,10,62
850,36.2,77.24
215.92,11.36,8.676
90,4.4,7.9
432.14,13.37,45.885
220,0,28.2
340,5.4,39.6
47.94,0,6.25
120,5,21.26
359.1,18.9,33.18
75.27,2.33,7.272
300,0,50
95,0,12.4
100,0,20
812.54,42.77,68.835
49.98,0,6.12
155,0,17.9
129,0,19.35
1137.34,59.86,102.64
276.64,8.56,30.644
1900,60,120.16
320,5,37.39
840,0,109.6
565.25,29.75,47.65
950.6,19.4,77.6
180,9,14.5
90,4,8
299.73,9.27,55.08
477.37,0,83.35
120,0,30
120,0,16
96.96,0,15.47
203.3,10.7,17.3
1360,40,142
60,4,3.8
110.75,4.61,10.4356
348.18,18.33,28.875
240.17,10.01,23.2428
20,0.4,4.36
110.4,4.6,6.13
299.44,15.76,22.64
17.5,0,4
10,0,1.4
50,0,6.53
1144.6,35.4,118.25
60,2,6
877.68,76.32,49.68
150,0,20
90,4,6.07
20,0,2
200.58,8.36,19.6224
20,0,3.2
3969.34,208.91,682.3775
744.8,15.2,38
427.5,22.5,90
75,0,19.2
776.63,40.88,71.625
298.28,9.23,45.255
179.55,9.45,16.59
170.03,8.95,12.471
145.85,0,19.69
323,17,22.7
250.26,7.74,24.96
540,11,61.15
200,10,24.56
247.76,13.04,31.76
20,0,3.5
51.48,0,27.8
130,5,22
16.44,0,1.32
455.47,23.97,38.398
150,0,22.5
853.6,26.4,75.3
51.48,0,27.8
100,0,17.78
290.6,4,37.7
130,3.3,14.8
220,0.8,28.02
80,0,53
20,2,0.7
14,0,2.8
199.98,10.53,15.175
600,15,34.2
10.26,0,1.8
40,0,12.22
600,9.8,130.44
205.2,10.8,19
154.28,10.73,10.775
250.04,13.16,23.79
192.85,10.15,26.46
1940.87,102.15,170.64
1623.36,85.44,141.96
2049.75,48.25,153.536
210,0,20.84
