invoiceAmount,invoiceDiscountAmount,invoiceProfit,invoiceDate
479.83,33.36,33.48265,2/13/2019 8:39
1231.88,0,159.94,2/13/2019 8:42
370,15,27.95,2/13/2019 8:42
30,5,0,2/13/2019 8:42
58.92,0,7.66,2/13/2019 8:43
855,45,73.2,2/13/2019 8:44
48.83,0,6.6,2/13/2019 8:45
300,15,26,2/13/2019 8:46
58.56,0,7.64,2/13/2019 8:47
210,0,78.15,2/13/2019 8:50
170.39,8.97,16.392,2/13/2019 8:54
383.44,20.18,32.529,2/13/2019 9:04
581.91,30.63,51.713,2/13/2019 9:05
49,0,7.14,2/13/2019 9:07
500,28,40.86,2/13/2019 9:07
45,1.5,5,2/13/2019 9:07
120,0,15,2/13/2019 9:08
200,9,17.62,2/13/2019 9:08
1145.17,41.53,132.8555,2/13/2019 9:13
70,0,10.2,2/13/2019 9:16
456,24,38.4,2/13/2019 9:22
45.53,0,6.3,2/13/2019 9:27
140,3,16.8,2/13/2019 9:29
1100,65.51,86.595,2/13/2019 9:36
334.56,17.61,28.4115,2/13/2019 9:40
22,0,4,2/13/2019 9:40
189.53,9.98,16.975,2/13/2019 9:41
320,5,37.39,2/13/2019 9:42
200,1.75,24.6,2/13/2019 9:48
40,7.2,-2.66454E-15,2/13/2019 9:48
89.78,4.73,7.875,2/13/2019 9:53
544.41,28.65,46.407,2/13/2019 10:03
425.86,22.41,36.0265,2/13/2019 10:04
840,26.01,87.88,2/13/2019 10:09
208.14,10.95,16.5855,2/13/2019 10:09
300,10,29.99,2/13/2019 10:10
199.5,10.5,17,2/13/2019 10:11
1300,22.5,149.97,2/13/2019 10:12
560,13.1,63.6,2/13/2019 10:14
117.5,0,18.38,2/13/2019 10:16
343.43,18.08,29.125,2/13/2019 10:19
80,0.8,9.1,2/13/2019 10:26
1740.97,91.63,143.77,2/13/2019 10:36
100,0,13,2/13/2019 10:37
100,4,9.32,2/13/2019 10:37
100,0,13,2/13/2019 10:39
501.6,26.4,42.4,2/13/2019 10:49
260,10,29.4,2/13/2019 10:54
270,7.2,27.2,2/13/2019 11:01
99.74,0,15.95,2/14/2019 8:56
380,18.3,33.6,2/14/2019 8:58
1860,70,87,2/14/2019 9:15
10,2,-0.4,2/14/2019 9:15
543.12,28.59,81.755,2/14/2019 9:24
179.44,0,23.44,2/14/2019 9:26
316.35,16.65,27.9,2/14/2019 9:30
70,5,4,2/14/2019 9:36
2195.66,115.56,188.939,2/14/2019 9:55
400,5,46.34,2/14/2019 10:00
4219.7,222.09,357.3205,2/14/2019 10:02
237.5,12.5,23.85,2/14/2019 10:23
380,11.68,94.56,2/14/2019 10:25
69.83,3.68,4.895,2/14/2019 10:59
147.9,0,22.3,2/14/2019 11:01
340,20,31.6,2/14/2019 11:12
175,0,25,2/14/2019 11:23
1515.35,79.76,128.6645,2/14/2019 11:27
20,0,6.25,2/14/2019 11:36
50,0,6.55,2/14/2019 11:36
14,0,2.2,2/14/2019 11:41
56.94,0,8.23,2/14/2019 11:50
270,0,45,2/14/2019 11:52
30.5,1.61,2.695,2/14/2019 12:07
150,0,19.5,2/14/2019 12:12
270,12.24,24.58,2/14/2019 12:35
120,0,18,2/14/2019 12:55
390,0,53.9,2/16/2019 12:28
27.27,1.44,2.265,2/14/2019 1:15
95,5,8,2/14/2019 1:20
70,0,18.37,2/14/2019 1:24
60,0,9,2/14/2019 1:25
170,7.6,15.1,2/14/2019 5:14
45,0,6.2,2/14/2019 5:17
1100,39.18,64.21,2/14/2019 5:18
380,5,46.4,2/14/2019 5:22
2352.3,123.81,196.695,2/14/2019 5:34
27.58,0,3.57,2/14/2019 5:36
70,0.8,19,2/14/2019 5:41
138.1,0,18.2,2/14/2019 6:02
20,2,2,2/14/2019 6:02
1856.16,97.69,161.1775,2/14/2019 6:08
259.7,10.82,24.4592,2/14/2019 6:16
30,1.5,2.6,2/14/2019 6:17
475,25,40,2/14/2019 6:24
140,0,19,2/14/2019 6:32
200,5,200,2/14/2019 6:32
439.31,13.59,44.673,2/14/2019 6:32
470,14.65,61.74,2/14/2019 6:35
175.56,9.24,14.96,2/14/2019 6:36
189.04,0,25.79,2/14/2019 6:42
260,4.38,33.06,2/14/2019 6:43
51.36,0,6.88,2/14/2019 6:43
90,0,23.86,2/14/2019 7:10
630,20.4,66.01,2/14/2019 7:12
390.02,20.53,34.6125,2/14/2019 7:13
275,11.8,23.42,2/14/2019 7:14
100,0,13,2/14/2019 7:16
1700,49,126,2/14/2019 7:16
210,8,21,2/14/2019 7:16
220,3.28,24.16,2/14/2019 7:19
130,1.5,15.61,2/14/2019 7:29
1503.76,79.15,127.555,2/14/2019 7:31
340,10,35.5,2/14/2019 7:33
140,0,16,2/14/2019 7:34
80,0,12.2,2/14/2019 7:35
760,40,76.74,2/14/2019 7:40
100,0,33.3,2/14/2019 7:46
435.6,0,56.8,2/14/2019 7:46
10489.765,488.935,827.965,2/14/2019 7:56
18.38,0,2.26,2/14/2019 7:57
22,0,4,2/14/2019 7:58
865,20,67.7,2/14/2019 8:04
18.2,0,2.95,2/14/2019 8:05
840,28,87,2/14/2019 8:11
182,0,21.9,2/14/2019 8:14
140,0,16,2/14/2019 8:15
60,0,8.5,2/14/2019 8:19
140,3,16.8,2/14/2019 8:20
200,0,26.1,2/14/2019 8:24
1991.865,104.835,168.925,2/14/2019 8:27
50,1.5,5.3,2/14/2019 8:31
200,0,28,2/14/2019 8:32
2002.84,105.41,167.4875,2/14/2019 8:32
560,20,61,2/14/2019 8:33
140,0,18,2/14/2019 8:35
30,1.5,2.6,2/14/2019 8:35
140,5,15,2/14/2019 8:38
80,4.38,7.16,2/14/2019 8:46
350,10,36.8,2/14/2019 8:46
60,0,7.84,2/14/2019 8:46
300,3.69,37.2,2/14/2019 8:53
100,0,15,2/14/2019 8:53
560,3.64,70.51,2/14/2019 9:02
502.55,26.45,44.25,2/14/2019 9:08
2764.5,145.5,231.2,2/14/2019 9:11
100,2.44,9.75,2/14/2019 9:14
110,0,14,2/14/2019 9:16
36.8,0,4.8,2/14/2019 9:18
500,16,61.4,2/14/2019 9:19
60,0,7.84,2/14/2019 9:25
400,0.66,51.9,2/14/2019 9:27
491.34,25.86,64.6,2/14/2019 9:32
190,2.5,22.8,2/14/2019 9:33
590,19,60.2,2/14/2019 9:35
70,0,10,2/14/2019 9:36
310,15,27.39,2/14/2019 9:37
2587.97,136.21,226.041,2/14/2019 9:43
970.25,51.07,75.194,2/14/2019 9:45
271.7,14.3,25.3,2/14/2019 9:46
277.88,14.63,23.425,2/14/2019 9:48
160,0,22,2/14/2019 9:51
294.6,0,39.15,2/19/2019 7:33
40,0,5.24,2/14/2019 9:52
130,1.6,15.68,2/14/2019 9:54
129,0,19.35,2/14/2019 9:55
472.63,24.88,39.905,2/14/2019 9:57
412,0,57.56,2/14/2019 10:02
998.1,41.59,106.3624,2/14/2019 10:07
940.5,49.5,7.52,2/14/2019 10:09
175.56,9.24,13.46,2/14/2019 10:09
139.46,7.34,12.26,2/14/2019 10:10
148.2,7.8,14.4,2/14/2019 10:12
226.1,11.9,19.04,2/14/2019 10:14
1408.9,51.1,93.4,2/14/2019 10:15
300,4.33,47.03,2/14/2019 10:18
101.27,5.33,8.63,2/14/2019 10:23
364.56,19.19,33.1825,2/14/2019 10:25
340,0,46,2/14/2019 10:27
100,0,13,2/14/2019 10:30
1480,40,91.7,2/14/2019 10:31
14.52,0,1.9,2/14/2019 10:34
105,0,11.72,2/14/2019 10:35
165,0,21.5,2/14/2019 10:37
370,0,185,2/14/2019 10:39
600,0,60,2/14/2019 10:43
313.5,16.5,31.45,2/14/2019 10:46
130,1.3,15.9,2/14/2019 11:00
530.1,27.9,50.7,2/15/2019 9:57
989.5,60,80.76,2/15/2019 10:30
380,10,48.5,2/15/2019 10:50
32,2,6,2/15/2019 10:53
1080,30,125.8,2/15/2019 11:05
30,2.1,2.2,2/15/2019 11:11
240,0,32.8,2/19/2019 7:35
90,3,9,2/15/2019 11:16
170,10,35,2/19/2019 7:23
780.64,20,90.53,2/15/2019 11:23
942.4,49.6,79.4,2/15/2019 11:26
200,0,26,2/15/2019 4:35
15,2.04,0.2,2/15/2019 4:38
380,20.51,29.945,2/15/2019 4:47
510,26.4,40,2/15/2019 4:52
250,10,50,2/15/2019 4:53
40,2,4.12,2/15/2019 4:55
440,20,40,2/15/2019 5:09
27.27,1.44,2.265,2/15/2019 5:12
80,1.36,9.28,2/15/2019 5:15
747.84,39.36,62.98,2/15/2019 5:25
657.4,34.6,60.4,2/15/2019 5:46
30,1.5,2.61,2/15/2019 5:49
150,100,-67.5,2/15/2019 5:54
15,0,1.5,2/15/2019 5:54
37.5,0,4.89,2/15/2019 6:00
60,3,5.22,2/15/2019 6:20
190,11,15,2/15/2019 6:23
500,30,39.13,2/15/2019 6:32
111.25,5.86,9.445,2/15/2019 6:34
60,0,13.86,2/15/2019 6:36
160,3.8,16.4,2/15/2019 6:37
150,0,37.5,2/15/2019 6:58
330,6,30.71,2/15/2019 7:00
149.59,3,17.57,2/15/2019 7:02
120,2.8,13.2,2/15/2019 7:03
420.4,13,48.698,2/15/2019 7:13
58,0,4.81,2/15/2019 7:14
429.9,13.3,48.704,2/15/2019 7:16
380,0,61.41,2/15/2019 7:27
870,15,72.7,2/15/2019 7:35
334.39,0,46.13,2/15/2019 7:36
50,0,6.5,2/15/2019 7:36
580,15,63,2/15/2019 7:37
20,5,-1.74,2/15/2019 7:43
97.5,0,12.8,2/15/2019 7:47
190,5,24.25,2/15/2019 7:48
960.17,50.54,46.565,2/15/2019 7:56
1700,49,126,2/15/2019 8:00
2036.03,62.97,147.03,2/15/2019 8:02
309.32,16.28,26.72,2/15/2019 8:04
380,0,100,2/15/2019 8:05
150,1.6,18.57,2/15/2019 8:09
65,1,5,2/15/2019 8:10
94.98,0,13.2,2/15/2019 8:22
460,17,44.25,2/15/2019 8:22
460.96,24.26,38.999,2/15/2019 8:23
348.08,18.32,34.85,2/15/2019 8:23
1676.85,88.26,140.545,2/15/2019 8:24
120,0,15.7,2/15/2019 8:25
237.5,12.5,23.85,2/15/2019 8:27
850.3,44.75,72.2475,2/15/2019 8:31
503.55,26.5,44.9875,2/15/2019 8:35
430,9.6,45.91,2/15/2019 8:37
250,0,115,2/15/2019 8:39
110,0,20,2/15/2019 8:42
37.03,0,4.54,2/15/2019 8:44
175,1.5,22.55,2/15/2019 8:47
188.22,0,26.86,2/15/2019 8:51
600,0,64,2/15/2019 8:53
1490,40,42.2,2/15/2019 8:56
800.9,42.15,44.8475,2/15/2019 8:58
87,0,11.51,2/15/2019 9:02
201.92,0,24.76,2/15/2019 9:04
60,0,13.86,2/15/2019 9:10
1654.95,87.1,143.9975,2/15/2019 9:16
25,0,3.26,2/15/2019 9:16
600,19.09,61.76,2/15/2019 9:18
310,9,38,2/15/2019 9:19
580,5,73.78,2/15/2019 9:29
657.74,23.86,65.964,2/15/2019 9:38
145.2,0,88,2/15/2019 9:39
220,6,30,2/15/2019 9:41
19.2,0,4.48,2/15/2019 9:44
240.8,0,31.1,2/15/2019 9:47
33.6,0,4.35,2/15/2019 9:50
180,3.75,20.22,2/15/2019 9:52
140,5,14.19,2/15/2019 9:52
100,3,11,2/15/2019 9:53
130,0.2,16.8,2/15/2019 9:54
1070,30,67.25,2/15/2019 9:56
500,3.2,72.8,2/15/2019 9:57
210,4.7,23.8,2/15/2019 9:59
96,0,12.9,2/15/2019 10:01
264.29,13.91,20.29,2/15/2019 10:02
335.45,17.66,30.445,2/15/2019 10:03
1135,35,77.93,2/15/2019 10:06
300,0,43.75,2/15/2019 10:08
100,0,10.75,2/15/2019 10:08
41.16,0,5.6,2/15/2019 10:09
160,0,22,2/15/2019 10:12
55,0,8,2/15/2019 10:12
1067.04,56.16,86.94,2/15/2019 10:14
907.99,47.79,77.701,2/15/2019 10:25
730.48,38.45,61.6935,2/15/2019 10:28
270,7,26,2/15/2019 10:38
250,6,26.44,2/15/2019 10:41
1030,19,55.5,2/15/2019 10:44
180,3,13.77,2/16/2019 8:59
15,0,2.18,2/16/2019 9:01
378.1,19.9,32.1,2/16/2019 9:04
30,2.1,2.2,2/16/2019 9:05
80,6.44,5.08,2/16/2019 9:09
100,5,13.2,2/16/2019 9:12
170,0,18.2,2/16/2019 9:21
620,20,63.48,2/16/2019 9:23
280,20.66,18.517,2/16/2019 9:24
361.1,19.01,34.755,2/16/2019 9:48
12.5,0,1.63,2/16/2019 9:53
150,0,19.6,2/16/2019 10:13
180,0,45,2/16/2019 10:22
1366.44,49.56,89.37,2/16/2019 10:29
5007.46,263.55,405.7995,2/16/2019 10:32
278.49,8.61,27.417,2/16/2019 10:36
1002.1,0,394.51,2/16/2019 11:05
85,2.3,9.2,2/16/2019 11:18
2267.75,82.25,131.42,2/16/2019 11:33
50,0,6.5,2/16/2019 11:34
20,0,4.4,2/16/2019 11:43
20,0,5.8,2/16/2019 11:44
37.4,0,4.95,2/16/2019 11:59
190,0,25.6,2/16/2019 12:04
400,15,67,2/16/2019 12:07
960,21.45,106.5,2/16/2019 12:12
300,20,70,2/16/2019 12:13
40,0,5.24,2/16/2019 12:18
230,0,27.36,2/16/2019 12:24
135.1,0,15.7,2/16/2019 12:47
106.88,5.63,9.375,2/16/2019 12:48
50,2.5,5.1,2/16/2019 12:49
878.15,31.85,72.09,2/16/2019 12:51
2369.08,85.93,189.255,2/16/2019 12:52
800,20,49.24,2/16/2019 12:53
230,10,21.5,2/16/2019 12:59
149.63,7.88,12.425,2/16/2019 1:06
100,0,10.71,2/16/2019 1:16
140,0,16,2/16/2019 1:29
94.15,0,12.25,2/16/2019 1:30
80,2.5,8.2,2/16/2019 4:27
3100,160,154.68,2/16/2019 4:37
40,0,5.2,2/16/2019 4:42
540,20,21.96,2/16/2019 4:46
222.87,11.73,22.07,2/16/2019 4:53
700,20,100,2/16/2019 5:01
693.36,48.2,52.7986,2/16/2019 5:05
326.99,10.11,30.167,2/16/2019 5:08
1240,0,100,2/16/2019 5:18
14,0,2.2,2/16/2019 5:21
200.05,0,26.09,2/16/2019 5:22
110,0,14,2/16/2019 5:29
459.8,24.2,41,2/16/2019 5:30
369.08,19.43,34.975,2/16/2019 5:30
2469.44,89.57,166.335,2/16/2019 5:43
280,5,30,2/16/2019 5:45
80,4,7.36,2/16/2019 5:48
88.7,0,11.6,2/16/2019 5:49
180,0,25.5,2/16/2019 5:54
150,0,15,2/16/2019 5:55
120,4.4,11.9,2/16/2019 6:09
60,0,6,2/16/2019 6:11
346.75,18.25,33.32,2/16/2019 6:18
30,1.57,2.5,2/16/2019 6:19
14,0,2.04,2/16/2019 6:32
12.5,0,1.63,2/16/2019 6:33
80,6.25,5,2/16/2019 6:36
99,0,34,2/16/2019 6:48
1360,50,77,2/16/2019 6:51
929.1,48.9,79.1,2/16/2019 6:53
53.58,2.82,6.64,2/16/2019 6:57
41.16,0,5.6,2/16/2019 6:59
830,30,102,2/16/2019 7:02
190,5,20,2/16/2019 7:07
210.37,7.63,14.82,2/16/2019 7:14
1681.13,51.99,181.6864,2/16/2019 7:14
90,0,9,2/16/2019 7:15
19.44,0,2.52,2/16/2019 7:19
260,5,40,2/16/2019 7:21
979.8,30.3,100.097,2/16/2019 7:21
450,20,25.67,2/16/2019 7:25
197.88,6.12,23.88,2/16/2019 7:28
30,4.44,8.88E-16,2/16/2019 7:28
440,29,37,2/16/2019 7:30
326.1825,17.1675,27.6325,2/16/2019 7:36
60,0,5.46,2/16/2019 7:37
284.29,14.96,20.9375,2/16/2019 7:44
199.5,10.5,16.9,2/16/2019 7:44
10,0.8,1.6,2/16/2019 7:45
15,1,2.65,2/16/2019 7:48
114.81,6.04,10.1075,2/16/2019 7:51
380,20,45.55,2/16/2019 7:55
80,0,10,2/16/2019 7:58
110,4,10.88,2/16/2019 8:01
230,13.24,18.998,2/16/2019 8:06
2565,135,540,2/16/2019 8:07
200,19.51,8.395,2/16/2019 8:11
180,0,45,2/16/2019 8:18
343.43,18.08,29.125,2/16/2019 8:22
85.1,0,17.16,2/16/2019 8:24
500,20,48,2/16/2019 8:24
498.81,18.09,50.9085,2/16/2019 8:24
160,0.86,20.12,2/16/2019 8:26
430.07,22.64,52.665,2/16/2019 8:33
448.4,23.6,41.74,2/16/2019 8:34
286.79,15.09,26.546,2/16/2019 8:35
474.62,24.98,42.02,2/16/2019 8:37
99.75,5.25,8.45,2/16/2019 8:37
523.6,27.56,48.042,2/16/2019 8:40
30,1.5,2.61,2/16/2019 8:42
1159.67,61.04,197.165,2/16/2019 8:43
225.53,11.87,17.53,2/16/2019 8:44
265.05,13.95,22.32,2/16/2019 8:46
196.09,0,35.87,2/16/2019 8:47
557.22,29.33,25.8725,2/16/2019 8:53
51.87,2.73,4.43,2/16/2019 8:54
50,0,5,2/16/2019 8:56
100,1,11.94,2/16/2019 9:00
-5,5,-5,2/16/2019 9:17
40,5.56,1,2/16/2019 9:07
180,0,45,2/16/2019 9:08
50,0,16,2/16/2019 9:08
118.44,0,15.38,2/16/2019 9:21
18,0,2.34,2/16/2019 9:25
185,4,21.69,2/16/2019 9:27
150,4.2,48,2/16/2019 9:29
90.4,0,15.66,2/16/2019 9:29
100,0.28,11.16,2/16/2019 9:30
260,0,25.9,2/16/2019 9:34
300,0,49,2/16/2019 9:34
45.56,0,6.42,2/16/2019 9:37
160,8,12.63,2/16/2019 9:38
2.6,0,0.36,2/16/2019 9:38
90,4,8.4,2/16/2019 9:40
67.6,0,10.24,2/16/2019 9:42
200,10,25,2/16/2019 9:43
260,14,20.8,2/16/2019 9:44
360.84,11.16,37.44,2/16/2019 9:47
10,0,1.3,2/16/2019 9:49
60,5,5,2/16/2019 9:52
40,0.95,4.51,2/16/2019 9:53
79,0,12.2,2/16/2019 9:54
70,0,6,2/16/2019 9:54
628.79,33.09,54.396,2/16/2019 9:58
150,0.5,19.5,2/16/2019 9:58
57.1,0,7.56,2/16/2019 9:59
18,0,3.24,2/16/2019 10:01
90,3,9.12,2/16/2019 10:03
70,0,35,2/16/2019 10:04
140,2.1,17.2,2/16/2019 10:07
1940,60.3,134.44,2/16/2019 10:07
457.05,24.06,38.7345,2/16/2019 10:16
169,0,60.05,2/16/2019 10:16
30,1.5,2.61,2/16/2019 10:22
130,1.66,15.8,2/16/2019 10:25
149.44,7.87,8.935,2/16/2019 10:26
149.53,7.87,12.53,2/16/2019 10:27
310,5,44.25,2/16/2019 10:34
600,0,78.2,2/16/2019 10:34
125,4,15.35,2/16/2019 10:57
150,3.81,16.92,2/17/2019 9:03
33.8,0,5.12,2/17/2019 9:03
510,0,72.05,2/19/2019 7:21
518.7,27.3,44.28,2/17/2019 9:39
38,0,4.84,2/17/2019 9:42
35.91,1.89,2.81,2/17/2019 9:47
648.13,34.11,60.608,2/17/2019 10:04
507.02,26.69,72.265,2/17/2019 10:13
80,4,7.46,2/17/2019 10:17
70,0,10.2,2/17/2019 10:19
580,20,12.35,2/17/2019 10:21
20,0,11.7,2/17/2019 10:22
150,7,15,2/17/2019 6:59
150,9,13.9,2/17/2019 10:47
280,10,25.87,2/17/2019 10:57
30,0,3.92,2/17/2019 11:06
532,28,47,2/17/2019 11:10
260,5,31,2/17/2019 11:17
146.26,7.7,12.462,2/17/2019 11:23
50,0,6.5,2/17/2019 11:28
434.51,22.87,40.071,2/17/2019 11:38
130,5,14,2/17/2019 11:43
180,1.04,21.2,2/17/2019 11:46
3400,304,2440,2/17/2019 11:48
25,0.83,2.56,2/17/2019 11:58
1438.87,75.73,125.58,2/17/2019 12:09
900,35.3,92.95,2/17/2019 12:20
45.6,2.4,3.8,2/17/2019 12:32
927.67,48.82,87.3655,2/17/2019 12:41
10,0,2.6,2/17/2019 1:09
248.3,0,33.3,2/17/2019 1:14
500,25,50,2/17/2019 1:17
330,15,3.6,2/17/2019 1:19
50,0.7,5.8,2/17/2019 1:20
20,0,4.4,2/17/2019 1:22
230,10,24,2/17/2019 1:27
480,20,43.17,2/17/2019 4:27
3764.47,136.54,298.145,2/17/2019 4:34
12.5,0,1.63,2/17/2019 4:36
50,0,15.75,2/17/2019 4:58
200,3.46,24.34,2/17/2019 5:16
150,2.2,17.2,2/17/2019 5:31
297.26,15.65,25.155,2/17/2019 5:31
2172.49,114.34,190.0585,2/17/2019 5:39
175.75,9.25,14.75,2/17/2019 5:42
309.61,16.3,23.705,2/17/2019 5:47
400,25.2,30.2,2/17/2019 5:48
266,14,23.7,2/17/2019 5:51
100,0,13,2/17/2019 5:58
260,13.75,21.9525,2/17/2019 6:07
340,14,43.6,2/17/2019 6:08
500,0,46,2/17/2019 6:09
214.42,11.29,17.365,2/17/2019 6:12
309.65,16.3,25.1025,2/17/2019 6:15
74.58,3.93,13.575,2/17/2019 6:17
220,9,21.01,2/17/2019 6:26
19,0,2.42,2/17/2019 6:27
190,4,22.2,2/17/2019 6:27
40,0,5.2,2/17/2019 6:28
50,6.5,0.9,2/17/2019 6:29
10,5,-2.07,2/17/2019 6:39
4430,120,358.18,2/17/2019 6:43
190,5,18.17,2/17/2019 6:44
640,10.3,72,2/17/2019 6:46
130,5,20.5,2/17/2019 6:48
497.91,26.21,42.154,2/17/2019 6:48
500,4.3,61.86,2/17/2019 6:49
1050,50,100,2/17/2019 6:50
100,1.6,14.4,2/17/2019 6:54
389.88,20.52,33.28,2/17/2019 6:57
290,0,48.34,2/17/2019 6:58
100,4,9.6,2/17/2019 7:03
55,3.35,6.2525,2/17/2019 7:03
130,0,16.96,2/17/2019 7:15
436.05,22.95,37.05,2/17/2019 7:17
100,0.5,12,2/17/2019 7:18
1157.1,60.9,98.1,2/17/2019 7:19
280,2.94,67.99,2/17/2019 7:24
250,0,27.75,2/17/2019 7:28
50,5.2,4.46,2/17/2019 7:30
511.18,26.9,47.196,2/17/2019 7:33
1370,74.11,114.195,2/17/2019 7:33
70,0,9.1,2/17/2019 7:35
90,0,18,2/17/2019 7:37
330,40,46.67,2/17/2019 7:37
245.58,12.93,20.8145,2/17/2019 7:41
580,20,58.4,2/17/2019 7:43
223.1,11.74,18.888,2/17/2019 7:43
410,21.8,32.8,2/17/2019 7:45
289.67,15.25,26.714,2/17/2019 7:45
50,4,3,2/17/2019 7:48
1660,60,31.92,2/17/2019 7:51
420,16.8,41.3,2/18/2019 10:09
220,13.31,16.695,2/17/2019 7:57
30,0,3,2/17/2019 8:00
33.8,0,5.12,2/17/2019 8:02
200,16,13.8,2/17/2019 8:04
800,48.25,62.04,2/19/2019 7:18
323.48,17.03,29.875,2/17/2019 8:06
313.22,16.49,27.855,2/17/2019 8:08
190,2,23.04,2/17/2019 8:08
359.1,18.9,30.48,2/17/2019 8:10
290,4.82,36.2,2/17/2019 8:11
890,30,83.9,2/17/2019 8:13
530,20,86.7,2/17/2019 8:16
389.9,0,37.5,2/17/2019 8:17
2650,140,139,2/17/2019 8:17
120,0,15,2/17/2019 8:22
120,6,10.44,2/17/2019 8:22
270,0,37,2/17/2019 8:23
330,20.31,17.995,2/17/2019 8:26
690,16,78.4,2/17/2019 8:27
82.73,4.35,6.986,2/17/2019 8:28
250,6.95,25.89,2/17/2019 8:29
140,7.51,11.595,2/17/2019 8:31
180,0,23,2/17/2019 8:33
240,0,49.8,2/17/2019 8:35
80,0,18,2/17/2019 8:36
100,6.2,8.74,2/17/2019 8:39
260,5,16.92,2/17/2019 8:47
1717.13,90.38,145.625,2/17/2019 8:49
90,4.5,7.83,2/17/2019 8:50
430,15,11,2/17/2019 8:53
390,10,56.13,2/17/2019 8:53
30,0,6.93,2/17/2019 8:56
270,15,23,2/17/2019 8:56
50,0.2,6.4,2/17/2019 8:59
170,3,19.9,2/17/2019 9:01
300,16.44,27.078,2/17/2019 9:03
680,24.7,66.999,2/17/2019 9:06
100,0,17.5,2/17/2019 9:06
100,5,10.3,2/17/2019 9:08
3166.3,166.65,230.8125,2/17/2019 9:16
406.22,21.38,32.72,2/17/2019 9:17
602.7,41.9,42.101,2/17/2019 9:17
230,0,30,2/17/2019 9:19
90,2.31,10.52,2/17/2019 9:20
250,6,19,2/17/2019 9:25
240,0,28.28,2/17/2019 9:26
380,20.66,33.047,2/17/2019 9:33
50,5.6,2,2/17/2019 9:37
60,5,3.5,2/17/2019 9:37
1020,30,64.44,2/17/2019 9:40
229.5,0,29.5,2/17/2019 9:45
517,27.21,46.6095,2/17/2019 9:45
399,21,33.6,2/17/2019 9:47
28,0,6.72,2/17/2019 9:49
215.86,11.36,16.569,2/17/2019 9:53
180,0,23,2/17/2019 9:54
150,6.31,15.18,2/17/2019 9:55
765,15,49.5,2/17/2019 9:57
33.3,0,4.96,2/17/2019 9:58
160,5,15,2/17/2019 9:58
360,19.11,16.795,2/17/2019 9:59
200,7.1,9.2,2/17/2019 10:00
245,7.94,25.06,2/17/2019 10:01
284.05,14.95,24.05,2/17/2019 10:02
20,0,4.4,2/17/2019 10:03
450,0,61,2/17/2019 10:08
3160.48,166.34,292.219,2/17/2019 10:09
139.65,7.35,12.6,2/17/2019 10:10
220,8,22.8,2/17/2019 10:16
200,9.3,20,2/17/2019 10:17
720,10,81.51,2/17/2019 10:25
640,17.59,86.72,2/17/2019 10:31
230,1.5,30.09,2/17/2019 10:33
1088.81,57.31,87.644,2/17/2019 10:38
1850,80,77,2/17/2019 10:43
250,0,26.79,2/17/2019 10:43
435,5,41.72,2/17/2019 10:49
120,5,11.26,2/17/2019 10:52
104.5,5.5,8.8,2/17/2019 10:53
30,7,-2,2/18/2019 9:42
190,7,18.6,2/18/2019 9:47
30,0,10,2/18/2019 9:59
120,5,7.5,2/18/2019 10:08
280,3.6,27.9,2/18/2019 10:08
69.73,3.67,7.38,2/18/2019 10:26
180,5,19,2/18/2019 10:40
240,0,31.2,2/18/2019 10:49
349.4575,18.3925,31.0575,2/18/2019 11:06
544.17,16.83,58.77,2/18/2019 11:22
10,0.8,1.6,2/18/2019 11:53
229.82,12.1,19.464,2/18/2019 11:55
110,5,6.3,2/18/2019 12:04
280,10,33.5,2/18/2019 12:23
35,1,3.42,2/18/2019 12:28
608,32,46,2/18/2019 12:31
627,33,57,2/18/2019 12:32
80,2.7,8.3,2/18/2019 12:51
250,0,37.5,2/18/2019 12:52
350.69,18.46,29.6925,2/18/2019 12:59
97.1,0,12.8,2/18/2019 1:10
80,0,11.98,2/18/2019 1:18
1561.94,82.21,126.2925,2/18/2019 1:23
160,1.07,19.93,2/18/2019 1:29
49.5,0,6.45,2/18/2019 4:16
10,2,-0.4,2/18/2019 4:32
238.45,12.55,20.17,2/18/2019 4:41
210,10,30,2/18/2019 4:42
18.7,0,2.62,2/18/2019 4:43
100,0.32,16.4,2/18/2019 4:44
10,4,-1.96,2/18/2019 4:53
19.26,0,2.58,2/18/2019 4:56
280,15,21.25,2/18/2019 5:01
600,20,60.24,2/18/2019 5:03
60,0,13.86,2/18/2019 5:05
70,0,10.2,2/18/2019 5:06
20,0,8,2/18/2019 5:15
50,0,6.5,2/18/2019 5:21
860,28.4,87.18,2/18/2019 5:23
620,0,93,2/18/2019 5:28
41.16,0,5.6,2/18/2019 5:34
300,6.9,36.09,2/18/2019 5:43
6081.2,528.8,402.25,2/18/2019 5:55
2099.98,110.53,177.575,2/18/2019 5:55
250,0,32.2,2/18/2019 5:58
160,4.3,18.9,2/18/2019 6:18
39.73,2.09,2.529,2/18/2019 6:21
430,10,12.9,2/18/2019 6:28
4823.1,335.3,259.204,2/18/2019 6:44
650,20,14.9,2/18/2019 6:42
220,20,10.21,2/18/2019 6:43
737.2,22.8,30.4,2/18/2019 6:47
42.26,0,6.12,2/18/2019 6:50
1280,40,87.95,2/18/2019 6:54
150,0,17,2/18/2019 6:57
400.23,8.17,42.032,2/18/2019 7:02
520,20,44.26,2/18/2019 7:12
50,2.5,4.75,2/18/2019 7:16
100,0,13,2/18/2019 7:17
